 ,Area,Mean,Min,Max
103,0.097,255,255,255
104,0.099,255,255,255
105,0.304,255,255,255
106,0.163,255,255,255
107,0.044,255,255,255
108,0.042,255,255,255
109,0.060,255,255,255
110,0.196,255,255,255
111,0.084,255,255,255
112,0.053,255,255,255
113,0.224,255,255,255
114,0.074,255,255,255
115,0.063,255,255,255
116,0.062,255,255,255
117,0.036,255,255,255
118,0.076,255,255,255
119,0.167,255,255,255
120,0.032,255,255,255
121,0.040,255,255,255
122,0.071,255,255,255
123,0.053,255,255,255
124,0.090,255,255,255
125,0.037,255,255,255
126,0.376,255,255,255
127,0.058,255,255,255
128,0.088,255,255,255
129,0.089,255,255,255
130,0.067,255,255,255
131,0.046,255,255,255
132,0.106,255,255,255
133,0.377,255,255,255
134,0.327,255,255,255
135,0.235,255,255,255
136,0.392,255,255,255
137,0.074,255,255,255
138,0.088,255,255,255
139,0.040,255,255,255
140,0.069,255,255,255
141,0.101,255,255,255
142,0.218,255,255,255
143,0.079,255,255,255
144,0.109,255,255,255
145,0.166,255,255,255
146,0.029,255,255,255
147,0.051,255,255,255
148,0.220,255,255,255
149,0.067,255,255,255
150,0.082,255,255,255
151,0.154,255,255,255
152,0.096,255,255,255
153,0.121,255,255,255
154,0.736,255,255,255
155,0.143,255,255,255
156,0.047,255,255,255
157,0.034,255,255,255
158,0.075,255,255,255
159,0.100,255,255,255
160,0.050,255,255,255
161,0.066,255,255,255
162,0.157,255,255,255
163,0.037,255,255,255
164,0.115,255,255,255
165,0.173,255,255,255
166,0.066,255,255,255
167,0.047,255,255,255
168,0.344,255,255,255
169,0.052,255,255,255
170,0.144,255,255,255
171,0.045,255,255,255
172,0.068,255,255,255
173,0.074,255,255,255
174,0.147,255,255,255
175,0.321,255,255,255
176,0.063,255,255,255
177,0.034,255,255,255
178,0.044,255,255,255
179,0.090,255,255,255
180,0.089,255,255,255
181,0.340,255,255,255
182,0.031,255,255,255
183,0.057,255,255,255
184,0.228,255,255,255
185,0.255,255,255,255
186,0.162,255,255,255
187,0.069,255,255,255
188,0.070,255,255,255
189,0.103,255,255,255
190,0.059,255,255,255
191,0.101,255,255,255
192,0.043,255,255,255
193,0.064,255,255,255
194,0.089,255,255,255
195,0.059,255,255,255
196,0.087,255,255,255
197,0.197,255,255,255
198,0.090,255,255,255
199,0.096,255,255,255
200,0.088,255,255,255
201,0.363,255,255,255
202,0.156,255,255,255
203,0.064,255,255,255
204,0.030,255,255,255
205,0.091,255,255,255
206,1.032,255,255,255
207,0.226,255,255,255
208,0.304,255,255,255
209,0.480,255,255,255
210,0.035,255,255,255
211,0.047,255,255,255
212,0.042,255,255,255
213,0.086,255,255,255
214,0.250,255,255,255
215,0.059,255,255,255
216,0.160,255,255,255
217,0.044,255,255,255
218,0.065,255,255,255
219,0.020,255,255,255
220,0.029,255,255,255
221,0.147,255,255,255
222,0.070,255,255,255
223,0.051,255,255,255
224,0.105,255,255,255
225,0.045,255,255,255
226,0.094,255,255,255
227,0.225,255,255,255
228,0.031,255,255,255
229,0.192,255,255,255
230,0.052,255,255,255
231,0.052,255,255,255
232,0.203,255,255,255
233,0.365,255,255,255
234,0.117,255,255,255
235,0.116,255,255,255
236,0.067,255,255,255
237,0.069,255,255,255
238,0.044,255,255,255
239,0.049,255,255,255
240,0.075,255,255,255
241,0.078,255,255,255
242,0.034,255,255,255
243,0.064,255,255,255
244,0.094,255,255,255
245,0.703,255,255,255
246,0.030,255,255,255
247,0.057,255,255,255
248,0.065,255,255,255
249,0.045,255,255,255
250,0.119,255,255,255
251,0.045,255,255,255
252,0.080,255,255,255
253,0.081,255,255,255
254,0.062,255,255,255
255,0.160,255,255,255
256,0.062,255,255,255
257,0.033,255,255,255
258,0.050,255,255,255
259,0.047,255,255,255
260,0.178,255,255,255
261,0.066,255,255,255
262,0.055,255,255,255
263,0.113,255,255,255
264,0.101,255,255,255
265,0.054,255,255,255
266,0.046,255,255,255
267,0.026,255,255,255
268,0.367,255,255,255
269,0.118,255,255,255
270,0.107,255,255,255
271,0.073,255,255,255
272,0.092,255,255,255
273,0.123,255,255,255
274,0.080,255,255,255
275,0.121,255,255,255
276,0.051,255,255,255
277,0.165,255,255,255
278,0.066,255,255,255
279,0.159,255,255,255
280,0.169,255,255,255
281,0.186,255,255,255
282,0.033,255,255,255
283,0.184,255,255,255
284,0.074,255,255,255
285,0.047,255,255,255
286,0.088,255,255,255
287,0.062,255,255,255
288,0.166,255,255,255
289,0.113,255,255,255
290,0.039,255,255,255
291,0.032,255,255,255
292,0.038,255,255,255
293,0.077,255,255,255
294,0.042,255,255,255
295,0.194,255,255,255
296,0.037,255,255,255
297,0.026,255,255,255
298,0.109,255,255,255
299,0.027,255,255,255
300,0.077,255,255,255
301,0.226,255,255,255
302,0.075,255,255,255
303,0.189,255,255,255
304,0.376,255,255,255
305,0.177,255,255,255
306,0.081,255,255,255
307,0.075,255,255,255
308,0.049,255,255,255
309,0.126,255,255,255
310,0.136,255,255,255
311,0.070,255,255,255
312,0.038,255,255,255
313,0.053,255,255,255
314,0.032,255,255,255
315,0.062,255,255,255
316,0.043,255,255,255
317,0.046,255,255,255
318,0.251,255,255,255
319,0.061,255,255,255
320,0.040,255,255,255
321,0.059,255,255,255
322,0.064,255,255,255
323,0.044,255,255,255
324,0.140,255,255,255
325,0.033,255,255,255
326,0.137,255,255,255
327,0.117,255,255,255
328,0.038,255,255,255
329,1.721,255,255,255
330,0.126,255,255,255
331,0.090,255,255,255
332,0.126,255,255,255
333,0.099,255,255,255
334,0.036,255,255,255
335,0.034,255,255,255
336,0.036,255,255,255
337,0.060,255,255,255
338,0.023,255,255,255
339,0.059,255,255,255
340,0.145,255,255,255
341,0.131,255,255,255
342,0.021,255,255,255
343,0.094,255,255,255
344,0.116,255,255,255
345,0.041,255,255,255
346,0.020,255,255,255
347,0.047,255,255,255
348,0.055,255,255,255
349,0.040,255,255,255
350,0.078,255,255,255
351,0.060,255,255,255
352,0.188,255,255,255
353,0.135,255,255,255
354,0.058,255,255,255
355,0.129,255,255,255
356,0.043,255,255,255
357,0.160,255,255,255
358,0.016,255,255,255
359,0.145,255,255,255
360,0.026,255,255,255
361,0.054,255,255,255
362,0.105,255,255,255
363,0.092,255,255,255
364,0.044,255,255,255
365,0.038,255,255,255
366,0.061,255,255,255
367,0.106,255,255,255
368,0.130,255,255,255
369,0.294,255,255,255
370,0.120,255,255,255
371,0.226,255,255,255
372,0.036,255,255,255
373,0.541,255,255,255
374,0.072,255,255,255
375,0.106,255,255,255
376,0.054,255,255,255
377,0.075,255,255,255
378,0.080,255,255,255
379,0.046,255,255,255
380,0.029,255,255,255
381,0.092,255,255,255
382,0.151,255,255,255
383,0.061,255,255,255
384,0.055,255,255,255
385,0.109,255,255,255
386,0.285,255,255,255
387,0.172,255,255,255
388,0.863,255,255,255
389,0.074,255,255,255
390,0.093,255,255,255
391,0.060,255,255,255
392,0.046,255,255,255
393,0.433,255,255,255
394,0.048,255,255,255
395,0.034,255,255,255
396,0.028,255,255,255
397,0.021,255,255,255
398,0.078,255,255,255
399,0.056,255,255,255
400,0.095,255,255,255
401,0.151,255,255,255
402,0.201,255,255,255
403,0.113,255,255,255
404,0.164,255,255,255
405,0.052,255,255,255
406,0.079,255,255,255
407,0.077,255,255,255
408,0.031,255,255,255
409,0.058,255,255,255
410,0.052,255,255,255
411,0.276,255,255,255
412,0.121,255,255,255
413,0.123,255,255,255
414,0.077,255,255,255
415,0.082,255,255,255
416,0.083,255,255,255
417,0.035,255,255,255
418,0.082,255,255,255
419,0.041,255,255,255
420,0.087,255,255,255
421,0.043,255,255,255
422,0.047,255,255,255
423,0.068,255,255,255
424,0.042,255,255,255
425,0.024,255,255,255
426,0.197,255,255,255
427,0.087,255,255,255
428,0.063,255,255,255
429,0.070,255,255,255
430,0.042,255,255,255
431,0.087,255,255,255
432,0.067,255,255,255
433,0.065,255,255,255
434,0.063,255,255,255
435,0.039,255,255,255
436,0.026,255,255,255
437,0.038,255,255,255
438,0.039,255,255,255
439,0.030,255,255,255
440,0.013,255,255,255
441,0.016,255,255,255
442,0.011,255,255,255
443,0.025,255,255,255
444,0.021,255,255,255
445,0.013,255,255,255
446,0.011,255,255,255
447,0.027,255,255,255
448,0.023,255,255,255
449,0.011,255,255,255
450,0.011,255,255,255
451,0.075,255,255,255
452,0.114,255,255,255
453,0.163,255,255,255
454,0.244,255,255,255
455,0.067,255,255,255
456,0.067,255,255,255
457,0.041,255,255,255
458,0.053,255,255,255
459,0.106,255,255,255
460,0.062,255,255,255
461,0.107,255,255,255
462,0.088,255,255,255
463,0.281,255,255,255
464,0.121,255,255,255
465,0.158,255,255,255
466,0.082,255,255,255
467,0.133,255,255,255
468,0.527,255,255,255
469,0.243,255,255,255
470,0.058,255,255,255
471,0.075,255,255,255
472,0.101,255,255,255
473,0.052,255,255,255
474,0.053,255,255,255
475,0.148,255,255,255
476,0.073,255,255,255
477,0.092,255,255,255
478,0.134,255,255,255
479,0.071,255,255,255
480,0.039,255,255,255
481,0.037,255,255,255
482,0.036,255,255,255
483,0.057,255,255,255
484,0.054,255,255,255
485,0.058,255,255,255
486,0.138,255,255,255
487,0.044,255,255,255
488,0.030,255,255,255
489,0.311,255,255,255
490,0.082,255,255,255
491,0.086,255,255,255
492,0.279,255,255,255
493,0.122,255,255,255
494,0.156,255,255,255
495,0.314,255,255,255
496,0.035,255,255,255
497,0.047,255,255,255
498,0.112,255,255,255
499,0.109,255,255,255
500,0.106,255,255,255
501,0.184,255,255,255
502,0.093,255,255,255
503,0.052,255,255,255
504,0.212,255,255,255
505,0.090,255,255,255
506,0.175,255,255,255
507,0.051,255,255,255
508,0.065,255,255,255
509,0.033,255,255,255
510,0.069,255,255,255
511,0.048,255,255,255
512,0.058,255,255,255
513,0.064,255,255,255
514,0.073,255,255,255
515,0.029,255,255,255
516,0.069,255,255,255
517,0.015,255,255,255
518,0.060,255,255,255
519,0.041,255,255,255
520,0.266,255,255,255
521,0.436,255,255,255
522,0.064,255,255,255
523,0.074,255,255,255
524,0.124,255,255,255
525,0.053,255,255,255
526,0.166,255,255,255
527,0.280,255,255,255
528,0.038,255,255,255
529,0.282,255,255,255
530,0.018,255,255,255
531,0.090,255,255,255
532,0.045,255,255,255
533,0.139,255,255,255
534,0.058,255,255,255
535,0.157,255,255,255
536,0.094,255,255,255
537,0.144,255,255,255
538,0.253,255,255,255
539,0.179,255,255,255
540,0.185,255,255,255
541,0.083,255,255,255
542,0.097,255,255,255
543,0.075,255,255,255
544,0.031,255,255,255
545,0.038,255,255,255
546,0.052,255,255,255
547,0.032,255,255,255
548,0.098,255,255,255
549,0.044,255,255,255
550,0.038,255,255,255
551,0.060,255,255,255
552,0.162,255,255,255
553,0.045,255,255,255
554,0.169,255,255,255
555,0.057,255,255,255
556,0.042,255,255,255
557,0.312,255,255,255
558,0.160,255,255,255
559,0.023,255,255,255
560,0.125,255,255,255
561,0.081,255,255,255
562,0.106,255,255,255
563,0.075,255,255,255
564,0.070,255,255,255
565,0.033,255,255,255
566,0.103,255,255,255
567,0.066,255,255,255
568,0.122,255,255,255
569,0.132,255,255,255
570,0.133,255,255,255
571,0.046,255,255,255
572,0.424,255,255,255
573,0.063,255,255,255
574,0.122,255,255,255
575,0.156,255,255,255
576,0.198,255,255,255
577,0.072,255,255,255
578,0.128,255,255,255
579,0.037,255,255,255
580,0.027,255,255,255
581,0.047,255,255,255
582,0.051,255,255,255
583,0.088,255,255,255
584,0.045,255,255,255
585,0.075,255,255,255
586,0.317,255,255,255
587,0.039,255,255,255
588,0.045,255,255,255
589,0.021,255,255,255
590,0.158,255,255,255
591,0.069,255,255,255
592,0.047,255,255,255
593,0.142,255,255,255
594,0.094,255,255,255
595,0.051,255,255,255
596,0.015,255,255,255
597,0.394,255,255,255
598,0.054,255,255,255
599,0.042,255,255,255
600,0.044,255,255,255
601,0.017,255,255,255
602,0.062,255,255,255
603,0.123,255,255,255
604,0.073,255,255,255
605,0.015,255,255,255
606,0.052,255,255,255
607,0.064,255,255,255
608,0.025,255,255,255
609,0.041,255,255,255
610,0.080,255,255,255
611,0.052,255,255,255
612,0.138,255,255,255
613,0.090,255,255,255
614,0.074,255,255,255
615,0.139,255,255,255
616,0.087,255,255,255
617,0.090,255,255,255
618,0.079,255,255,255
619,0.044,255,255,255
620,0.162,255,255,255
621,0.113,255,255,255
622,0.067,255,255,255
623,0.054,255,255,255
624,0.296,255,255,255
625,0.099,255,255,255
626,0.021,255,255,255
627,0.055,255,255,255
628,0.029,255,255,255
629,0.042,255,255,255
630,0.053,255,255,255
631,0.033,255,255,255
632,0.056,255,255,255
633,0.048,255,255,255
634,0.046,255,255,255
635,0.032,255,255,255
636,0.051,255,255,255
637,0.045,255,255,255
638,0.016,255,255,255
639,0.030,255,255,255
640,0.034,255,255,255
641,0.061,255,255,255
642,0.062,255,255,255
643,0.041,255,255,255
644,0.032,255,255,255
645,0.188,255,255,255
646,0.147,255,255,255
647,0.120,255,255,255
648,0.103,255,255,255
649,0.028,255,255,255
650,0.037,255,255,255
651,0.990,255,255,255
652,0.057,255,255,255
653,0.111,255,255,255
654,0.039,255,255,255
655,0.104,255,255,255
656,0.109,255,255,255
657,0.096,255,255,255
658,0.018,255,255,255
659,0.386,255,255,255
660,0.045,255,255,255
661,0.075,255,255,255
662,0.102,255,255,255
663,0.066,255,255,255
664,0.065,255,255,255
665,0.042,255,255,255
666,0.151,255,255,255
667,0.129,255,255,255
668,0.107,255,255,255
669,0.045,255,255,255
670,0.198,255,255,255
671,0.068,255,255,255
672,0.200,255,255,255
673,0.066,255,255,255
674,0.106,255,255,255
675,0.028,255,255,255
676,0.451,255,255,255
677,0.154,255,255,255
678,0.044,255,255,255
679,0.064,255,255,255
680,0.064,255,255,255
681,0.070,255,255,255
682,0.243,255,255,255
683,0.084,255,255,255
684,0.041,255,255,255
685,0.098,255,255,255
686,0.114,255,255,255
687,0.026,255,255,255
688,1.182,255,255,255
689,0.085,255,255,255
690,0.262,255,255,255
691,0.070,255,255,255
692,0.084,255,255,255
693,0.030,255,255,255
694,0.058,255,255,255
695,0.025,255,255,255
696,0.298,255,255,255
697,0.060,255,255,255
698,0.064,255,255,255
699,0.036,255,255,255
700,0.049,255,255,255
701,0.022,255,255,255
702,0.090,255,255,255
703,0.042,255,255,255
704,0.428,255,255,255
705,0.120,255,255,255
706,0.125,255,255,255
707,0.066,255,255,255
708,0.053,255,255,255
709,0.112,255,255,255
710,0.108,255,255,255
711,0.139,255,255,255
712,0.075,255,255,255
713,0.057,255,255,255
714,0.072,255,255,255
715,0.038,255,255,255
716,0.028,255,255,255
717,0.027,255,255,255
718,0.107,255,255,255
719,0.198,255,255,255
720,0.043,255,255,255
721,0.034,255,255,255
722,0.053,255,255,255
723,0.022,255,255,255
724,0.045,255,255,255
725,0.145,255,255,255
726,0.086,255,255,255
727,0.052,255,255,255
728,0.046,255,255,255
729,0.142,255,255,255
730,0.078,255,255,255
731,0.088,255,255,255
732,0.109,255,255,255
733,0.074,255,255,255
734,0.148,255,255,255
735,0.038,255,255,255
736,0.038,255,255,255
737,0.066,255,255,255
738,0.118,255,255,255
739,0.326,255,255,255
740,0.127,255,255,255
741,0.121,255,255,255
742,0.054,255,255,255
743,0.026,255,255,255
744,0.031,255,255,255
745,0.327,255,255,255
746,0.101,255,255,255
747,0.031,255,255,255
748,0.157,255,255,255
749,0.070,255,255,255
750,0.059,255,255,255
751,0.041,255,255,255
752,0.109,255,255,255
753,0.101,255,255,255
754,0.044,255,255,255
755,0.032,255,255,255
756,0.037,255,255,255
757,0.020,255,255,255
758,0.038,255,255,255
759,0.038,255,255,255
760,0.040,255,255,255
761,0.046,255,255,255
762,0.020,255,255,255
763,0.055,255,255,255
764,0.284,255,255,255
765,0.172,255,255,255
766,0.146,255,255,255
767,0.297,255,255,255
768,0.057,255,255,255
769,0.186,255,255,255
770,0.104,255,255,255
771,0.106,255,255,255
772,0.018,255,255,255
773,0.051,255,255,255
774,0.081,255,255,255
775,0.332,255,255,255
776,0.142,255,255,255
777,0.020,255,255,255
778,0.123,255,255,255
779,0.079,255,255,255
780,0.056,255,255,255
781,0.083,255,255,255
782,0.055,255,255,255
783,0.092,255,255,255
784,0.028,255,255,255
785,0.164,255,255,255
786,0.034,255,255,255
787,0.271,255,255,255
788,0.465,255,255,255
789,0.080,255,255,255
790,0.095,255,255,255
791,0.124,255,255,255
792,0.045,255,255,255
793,0.055,255,255,255
794,0.038,255,255,255
795,0.049,255,255,255
796,0.254,255,255,255
797,0.029,255,255,255
798,0.097,255,255,255
799,0.050,255,255,255
800,0.021,255,255,255
801,0.200,255,255,255
802,0.074,255,255,255
803,0.645,255,255,255
804,0.044,255,255,255
805,0.049,255,255,255
806,0.037,255,255,255
807,0.025,255,255,255
808,0.201,255,255,255
809,0.187,255,255,255
810,0.068,255,255,255
811,0.010,255,255,255
812,0.096,255,255,255
813,0.037,255,255,255
814,0.023,255,255,255
815,0.165,255,255,255
816,0.058,255,255,255
817,0.015,255,255,255
818,0.402,255,255,255
819,0.039,255,255,255
820,0.093,255,255,255
821,0.042,255,255,255
822,0.116,255,255,255
823,0.065,255,255,255
824,0.044,255,255,255
825,0.090,255,255,255
826,0.130,255,255,255
827,0.068,255,255,255
828,0.047,255,255,255
829,0.036,255,255,255
830,0.036,255,255,255
831,0.052,255,255,255
832,0.027,255,255,255
833,0.046,255,255,255
834,0.048,255,255,255
835,0.210,255,255,255
836,0.081,255,255,255
837,0.118,255,255,255
838,0.220,255,255,255
839,0.062,255,255,255
840,0.042,255,255,255
841,0.331,255,255,255
842,0.084,255,255,255
843,0.031,255,255,255
844,0.017,255,255,255
845,0.055,255,255,255
846,0.062,255,255,255
847,0.115,255,255,255
848,0.309,255,255,255
849,0.046,255,255,255
850,0.055,255,255,255
851,0.036,255,255,255
852,0.048,255,255,255
853,0.107,255,255,255
854,0.050,255,255,255
855,0.023,255,255,255
856,0.101,255,255,255
857,0.131,255,255,255
858,0.070,255,255,255
859,0.036,255,255,255
860,0.034,255,255,255
861,0.060,255,255,255
862,0.089,255,255,255
863,0.021,255,255,255
864,0.354,255,255,255
865,0.129,255,255,255
866,0.042,255,255,255
867,0.105,255,255,255
868,0.046,255,255,255
869,0.072,255,255,255
870,0.015,255,255,255
871,0.089,255,255,255
872,0.111,255,255,255
873,0.034,255,255,255
874,0.064,255,255,255
875,0.045,255,255,255
876,0.056,255,255,255
877,0.117,255,255,255
878,0.028,255,255,255
879,0.028,255,255,255
880,0.056,255,255,255
881,0.064,255,255,255
882,0.130,255,255,255
883,0.034,255,255,255
884,0.154,255,255,255
885,0.055,255,255,255
886,0.034,255,255,255
887,0.111,255,255,255
888,0.069,255,255,255
889,0.044,255,255,255
890,0.042,255,255,255
891,0.227,255,255,255
892,0.026,255,255,255
893,0.109,255,255,255
894,0.044,255,255,255
895,0.074,255,255,255
896,0.038,255,255,255
897,0.161,255,255,255
898,0.168,255,255,255
899,0.043,255,255,255
900,0.026,255,255,255
901,0.034,255,255,255
902,0.239,255,255,255
903,0.101,255,255,255
904,0.078,255,255,255
905,0.249,255,255,255
906,0.217,255,255,255
907,0.096,255,255,255
908,0.175,255,255,255
909,0.041,255,255,255
910,0.026,255,255,255
911,0.044,255,255,255
912,0.040,255,255,255
913,0.032,255,255,255
914,0.052,255,255,255
915,0.042,255,255,255
916,0.158,255,255,255
917,0.247,255,255,255
918,0.048,255,255,255
919,0.202,255,255,255
920,0.033,255,255,255
921,0.057,255,255,255
922,0.046,255,255,255
923,0.100,255,255,255
924,0.045,255,255,255
925,0.044,255,255,255
926,0.134,255,255,255
927,0.055,255,255,255
928,0.010,255,255,255
929,0.165,255,255,255
930,0.035,255,255,255
931,0.043,255,255,255
932,0.074,255,255,255
933,0.136,255,255,255
934,0.158,255,255,255
935,0.058,255,255,255
936,0.071,255,255,255
937,0.062,255,255,255
938,0.108,255,255,255
939,0.031,255,255,255
940,0.028,255,255,255
941,0.049,255,255,255
942,0.049,255,255,255
943,0.046,255,255,255
944,0.045,255,255,255
945,0.045,255,255,255
946,0.021,255,255,255
947,0.013,255,255,255
948,0.011,255,255,255
949,0.017,255,255,255
950,0.011,255,255,255
951,0.011,255,255,255
952,0.016,255,255,255
953,0.027,255,255,255
954,0.016,255,255,255
955,0.015,255,255,255
956,0.018,255,255,255
957,0.051,255,255,255
958,0.022,255,255,255
959,0.188,255,255,255
960,0.323,255,255,255
961,0.490,255,255,255
962,0.056,255,255,255
963,0.219,255,255,255
964,0.034,255,255,255
965,0.063,255,255,255
966,0.078,255,255,255
967,0.294,255,255,255
968,0.340,255,255,255
969,0.226,255,255,255
970,0.151,255,255,255
971,0.159,255,255,255
972,0.049,255,255,255
973,0.017,255,255,255
974,0.074,255,255,255
975,0.068,255,255,255
976,0.119,255,255,255
977,0.037,255,255,255
978,0.104,255,255,255
979,0.026,255,255,255
980,0.023,255,255,255
981,0.020,255,255,255
982,0.040,255,255,255
983,0.047,255,255,255
984,0.056,255,255,255
985,0.464,255,255,255
986,0.113,255,255,255
987,0.200,255,255,255
988,0.075,255,255,255
989,0.186,255,255,255
990,0.079,255,255,255
991,0.021,255,255,255
992,0.056,255,255,255
993,0.336,255,255,255
994,0.139,255,255,255
995,0.091,255,255,255
996,0.086,255,255,255
997,0.030,255,255,255
998,0.292,255,255,255
999,0.034,255,255,255
1000,0.144,255,255,255
1001,0.145,255,255,255
1002,0.071,255,255,255
1003,0.034,255,255,255
1004,0.070,255,255,255
1005,0.065,255,255,255
1006,0.431,255,255,255
1007,0.112,255,255,255
1008,0.036,255,255,255
1009,0.056,255,255,255
1010,0.055,255,255,255
1011,0.030,255,255,255
1012,0.375,255,255,255
1013,0.070,255,255,255
1014,0.065,255,255,255
1015,0.201,255,255,255
1016,0.135,255,255,255
1017,0.099,255,255,255
1018,0.945,255,255,255
1019,0.382,255,255,255
1020,0.226,255,255,255
1021,0.126,255,255,255
1022,0.061,255,255,255
1023,0.302,255,255,255
1024,0.078,255,255,255
1025,0.084,255,255,255
1026,0.031,255,255,255
1027,0.070,255,255,255
1028,0.020,255,255,255
1029,0.082,255,255,255
1030,0.048,255,255,255
1031,0.044,255,255,255
1032,0.039,255,255,255
1033,0.020,255,255,255
1034,0.047,255,255,255
1035,0.058,255,255,255
1036,0.088,255,255,255
1037,0.079,255,255,255
1038,0.098,255,255,255
1039,0.093,255,255,255
1040,0.049,255,255,255
1041,0.078,255,255,255
1042,0.150,255,255,255
1043,0.303,255,255,255
1044,0.051,255,255,255
1045,0.040,255,255,255
1046,0.057,255,255,255
1047,0.094,255,255,255
1048,0.160,255,255,255
1049,0.110,255,255,255
1050,0.075,255,255,255
1051,0.062,255,255,255
1052,0.045,255,255,255
1053,0.029,255,255,255
1054,0.117,255,255,255
1055,0.121,255,255,255
1056,0.084,255,255,255
1057,0.119,255,255,255
1058,0.071,255,255,255
1059,0.124,255,255,255
1060,0.110,255,255,255
1061,0.048,255,255,255
1062,0.080,255,255,255
1063,0.236,255,255,255
1064,0.046,255,255,255
1065,0.064,255,255,255
1066,0.050,255,255,255
1067,0.082,255,255,255
1068,0.035,255,255,255
1069,0.051,255,255,255
1070,0.055,255,255,255
1071,0.058,255,255,255
1072,2.075,255,255,255
1073,0.124,255,255,255
1074,0.086,255,255,255
1075,0.195,255,255,255
1076,0.103,255,255,255
1077,0.064,255,255,255
1078,0.054,255,255,255
1079,0.064,255,255,255
1080,0.087,255,255,255
1081,0.215,255,255,255
1082,0.070,255,255,255
1083,1.120,255,255,255
1084,0.083,255,255,255
1085,0.145,255,255,255
1086,0.165,255,255,255
1087,0.415,255,255,255
1088,0.041,255,255,255
1089,0.049,255,255,255
1090,0.053,255,255,255
1091,0.044,255,255,255
1092,0.033,255,255,255
1093,0.033,255,255,255
1094,0.219,255,255,255
1095,0.103,255,255,255
1096,0.090,255,255,255
1097,0.044,255,255,255
1098,0.023,255,255,255
1099,0.035,255,255,255
1100,0.099,255,255,255
1101,0.028,255,255,255
1102,0.029,255,255,255
1103,0.081,255,255,255
1104,0.093,255,255,255
1105,0.052,255,255,255
1106,0.116,255,255,255
1107,0.291,255,255,255
1108,0.017,255,255,255
1109,0.447,255,255,255
1110,0.045,255,255,255
1111,0.111,255,255,255
1112,0.066,255,255,255
1113,0.038,255,255,255
1114,0.036,255,255,255
1115,0.055,255,255,255
1116,0.026,255,255,255
1117,0.094,255,255,255
1118,0.050,255,255,255
1119,0.106,255,255,255
1120,0.110,255,255,255
1121,0.112,255,255,255
1122,0.127,255,255,255
1123,0.067,255,255,255
1124,0.102,255,255,255
1125,0.280,255,255,255
1126,0.060,255,255,255
1127,0.229,255,255,255
1128,0.093,255,255,255
1129,0.160,255,255,255
1130,0.041,255,255,255
1131,0.094,255,255,255
1132,0.923,255,255,255
1133,0.106,255,255,255
1134,0.079,255,255,255
1135,0.053,255,255,255
1136,0.157,255,255,255
1137,0.071,255,255,255
1138,0.419,255,255,255
1139,0.095,255,255,255
1140,0.074,255,255,255
1141,0.105,255,255,255
1142,0.087,255,255,255
1143,0.103,255,255,255
1144,0.452,255,255,255
1145,0.057,255,255,255
1146,0.126,255,255,255
1147,0.293,255,255,255
1148,0.080,255,255,255
1149,0.098,255,255,255
1150,0.026,255,255,255
1151,0.214,255,255,255
