 ,Area,Mean,Min,Max
350,0.027,255,255,255
351,0.054,255,255,255
352,0.116,255,255,255
353,0.039,255,255,255
354,0.418,255,255,255
355,8.227,255,255,255
356,0.054,255,255,255
357,0.695,255,255,255
358,0.088,255,255,255
359,0.034,255,255,255
360,0.091,255,255,255
361,0.090,255,255,255
362,0.097,255,255,255
363,0.307,255,255,255
364,0.016,255,255,255
365,0.194,255,255,255
366,0.058,255,255,255
367,0.025,255,255,255
368,0.045,255,255,255
369,0.037,255,255,255
370,0.047,255,255,255
371,0.178,255,255,255
372,0.255,255,255,255
373,0.113,255,255,255
374,0.936,255,255,255
375,0.053,255,255,255
376,0.142,255,255,255
377,0.025,255,255,255
378,0.830,255,255,255
379,0.049,255,255,255
380,1.807,255,255,255
381,0.546,255,255,255
382,0.120,255,255,255
383,0.120,255,255,255
384,0.522,255,255,255
385,0.143,255,255,255
386,0.140,255,255,255
387,0.098,255,255,255
388,0.026,255,255,255
389,0.019,255,255,255
390,0.047,255,255,255
391,0.796,255,255,255
392,0.185,255,255,255
393,0.073,255,255,255
394,0.199,255,255,255
395,0.064,255,255,255
396,0.068,255,255,255
397,0.011,255,255,255
398,0.038,255,255,255
399,0.057,255,255,255
400,0.033,255,255,255
401,0.013,255,255,255
402,0.041,255,255,255
403,0.108,255,255,255
404,0.212,255,255,255
405,0.085,255,255,255
406,0.076,255,255,255
407,0.219,255,255,255
408,0.099,255,255,255
409,0.233,255,255,255
410,0.065,255,255,255
411,0.024,255,255,255
412,0.015,255,255,255
413,0.074,255,255,255
414,0.095,255,255,255
415,0.107,255,255,255
416,0.195,255,255,255
417,0.103,255,255,255
418,0.044,255,255,255
419,0.060,255,255,255
420,0.065,255,255,255
421,0.084,255,255,255
422,0.048,255,255,255
423,0.012,255,255,255
424,0.119,255,255,255
425,0.334,255,255,255
426,0.053,255,255,255
427,0.101,255,255,255
428,0.491,255,255,255
429,0.077,255,255,255
430,0.032,255,255,255
431,0.034,255,255,255
432,0.034,255,255,255
433,0.088,255,255,255
434,0.104,255,255,255
435,0.222,255,255,255
436,0.046,255,255,255
437,0.126,255,255,255
438,0.043,255,255,255
439,0.055,255,255,255
440,0.039,255,255,255
441,0.295,255,255,255
442,0.115,255,255,255
443,0.148,255,255,255
444,0.033,255,255,255
445,0.434,255,255,255
446,0.020,255,255,255
447,0.162,255,255,255
448,0.093,255,255,255
449,0.045,255,255,255
450,0.033,255,255,255
451,0.039,255,255,255
452,0.060,255,255,255
453,0.678,255,255,255
454,0.027,255,255,255
455,0.077,255,255,255
456,0.014,255,255,255
457,0.191,255,255,255
458,0.842,255,255,255
459,0.187,255,255,255
460,0.103,255,255,255
461,0.062,255,255,255
462,0.073,255,255,255
463,0.328,255,255,255
464,0.036,255,255,255
465,0.023,255,255,255
466,0.129,255,255,255
467,0.079,255,255,255
468,0.031,255,255,255
469,0.023,255,255,255
470,0.038,255,255,255
471,0.023,255,255,255
472,0.115,255,255,255
473,0.092,255,255,255
474,0.141,255,255,255
475,0.041,255,255,255
476,0.090,255,255,255
477,0.780,255,255,255
478,0.085,255,255,255
479,0.078,255,255,255
480,0.078,255,255,255
481,0.162,255,255,255
482,0.030,255,255,255
483,0.100,255,255,255
484,0.556,255,255,255
485,0.094,255,255,255
486,0.098,255,255,255
487,0.081,255,255,255
488,0.061,255,255,255
489,0.052,255,255,255
490,0.075,255,255,255
491,0.075,255,255,255
492,0.048,255,255,255
493,0.210,255,255,255
494,0.129,255,255,255
495,0.054,255,255,255
496,0.099,255,255,255
497,0.029,255,255,255
498,0.022,255,255,255
499,0.032,255,255,255
500,0.058,255,255,255
501,0.016,255,255,255
502,0.203,255,255,255
503,0.041,255,255,255
504,0.011,255,255,255
505,0.039,255,255,255
506,0.022,255,255,255
507,0.037,255,255,255
508,0.018,255,255,255
509,0.013,255,255,255
510,0.017,255,255,255
511,0.016,255,255,255
512,0.271,255,255,255
513,0.034,255,255,255
514,2.124,255,255,255
515,0.068,255,255,255
516,0.072,255,255,255
517,0.095,255,255,255
518,0.021,255,255,255
519,0.032,255,255,255
520,0.035,255,255,255
521,0.151,255,255,255
522,0.011,255,255,255
523,0.011,255,255,255
524,0.077,255,255,255
525,0.030,255,255,255
526,0.077,255,255,255
527,0.066,255,255,255
528,0.025,255,255,255
529,0.018,255,255,255
530,0.077,255,255,255
531,0.071,255,255,255
532,0.037,255,255,255
533,0.058,255,255,255
534,0.011,255,255,255
535,0.048,255,255,255
536,0.116,255,255,255
537,0.074,255,255,255
538,0.018,255,255,255
539,0.029,255,255,255
540,0.106,255,255,255
541,0.058,255,255,255
542,0.148,255,255,255
543,0.092,255,255,255
544,0.011,255,255,255
545,1.001,255,255,255
546,0.042,255,255,255
547,0.215,255,255,255
548,0.080,255,255,255
549,0.070,255,255,255
550,0.472,255,255,255
551,0.075,255,255,255
552,0.033,255,255,255
553,0.093,255,255,255
554,0.044,255,255,255
555,0.043,255,255,255
556,0.043,255,255,255
557,0.039,255,255,255
558,0.088,255,255,255
559,0.082,255,255,255
560,0.022,255,255,255
561,0.092,255,255,255
562,0.063,255,255,255
563,0.127,255,255,255
564,0.285,255,255,255
565,0.182,255,255,255
566,0.037,255,255,255
567,0.028,255,255,255
568,0.036,255,255,255
569,0.078,255,255,255
570,0.045,255,255,255
571,0.126,255,255,255
572,0.167,255,255,255
573,0.253,255,255,255
574,0.019,255,255,255
575,0.029,255,255,255
576,0.024,255,255,255
577,0.066,255,255,255
578,0.048,255,255,255
579,0.088,255,255,255
580,0.027,255,255,255
581,0.058,255,255,255
582,0.103,255,255,255
583,0.133,255,255,255
584,0.078,255,255,255
585,0.032,255,255,255
586,0.066,255,255,255
587,0.065,255,255,255
588,0.861,255,255,255
589,2.638,255,255,255
590,0.021,255,255,255
591,0.134,255,255,255
592,0.128,255,255,255
593,0.051,255,255,255
594,0.055,255,255,255
595,0.745,255,255,255
596,0.032,255,255,255
597,0.025,255,255,255
598,0.044,255,255,255
599,1.018,255,255,255
600,0.260,255,255,255
601,0.103,255,255,255
602,0.031,255,255,255
603,0.034,255,255,255
604,0.092,255,255,255
605,0.040,255,255,255
606,0.024,255,255,255
607,0.044,255,255,255
608,0.041,255,255,255
609,0.056,255,255,255
610,0.043,255,255,255
611,0.133,255,255,255
612,0.102,255,255,255
613,0.139,255,255,255
614,0.038,255,255,255
615,0.037,255,255,255
616,0.182,255,255,255
617,0.024,255,255,255
618,0.031,255,255,255
619,0.012,255,255,255
620,0.082,255,255,255
621,0.034,255,255,255
622,0.069,255,255,255
623,0.028,255,255,255
624,0.112,255,255,255
625,0.036,255,255,255
626,0.064,255,255,255
627,0.128,255,255,255
628,0.067,255,255,255
629,0.030,255,255,255
630,0.164,255,255,255
631,0.489,255,255,255
632,0.080,255,255,255
633,0.168,255,255,255
634,0.157,255,255,255
635,0.051,255,255,255
636,0.067,255,255,255
637,0.029,255,255,255
638,0.024,255,255,255
639,0.048,255,255,255
640,0.013,255,255,255
641,0.037,255,255,255
642,0.026,255,255,255
643,0.022,255,255,255
644,0.040,255,255,255
645,0.056,255,255,255
646,0.514,255,255,255
647,0.131,255,255,255
648,0.059,255,255,255
649,0.765,255,255,255
650,0.013,255,255,255
651,0.067,255,255,255
652,0.093,255,255,255
653,0.022,255,255,255
654,0.047,255,255,255
655,0.115,255,255,255
656,0.135,255,255,255
657,0.141,255,255,255
658,0.044,255,255,255
659,0.063,255,255,255
660,0.053,255,255,255
661,0.035,255,255,255
662,0.076,255,255,255
663,0.103,255,255,255
664,0.030,255,255,255
665,0.061,255,255,255
666,0.015,255,255,255
667,0.016,255,255,255
668,1.324,255,255,255
669,0.048,255,255,255
670,0.093,255,255,255
671,0.080,255,255,255
672,0.011,255,255,255
673,0.045,255,255,255
674,0.033,255,255,255
675,0.049,255,255,255
676,0.031,255,255,255
677,0.045,255,255,255
678,0.070,255,255,255
679,0.015,255,255,255
680,6.467,255,255,255
681,0.193,255,255,255
682,0.050,255,255,255
683,0.029,255,255,255
684,0.058,255,255,255
685,0.031,255,255,255
686,0.106,255,255,255
687,0.031,255,255,255
688,0.167,255,255,255
689,0.165,255,255,255
690,0.080,255,255,255
691,0.054,255,255,255
692,0.037,255,255,255
693,0.020,255,255,255
694,0.028,255,255,255
695,0.045,255,255,255
696,0.038,255,255,255
697,0.038,255,255,255
698,0.313,255,255,255
699,0.039,255,255,255
700,0.078,255,255,255
701,0.289,255,255,255
702,0.183,255,255,255
703,0.047,255,255,255
704,0.049,255,255,255
705,0.047,255,255,255
706,0.015,255,255,255
707,0.109,255,255,255
708,0.096,255,255,255
709,0.088,255,255,255
710,0.042,255,255,255
711,0.262,255,255,255
712,0.023,255,255,255
713,0.051,255,255,255
714,0.028,255,255,255
715,0.073,255,255,255
716,0.032,255,255,255
717,0.314,255,255,255
718,0.080,255,255,255
719,0.088,255,255,255
720,1.422,255,255,255
721,0.085,255,255,255
722,0.062,255,255,255
723,0.066,255,255,255
724,0.067,255,255,255
725,0.036,255,255,255
726,0.018,255,255,255
727,0.078,255,255,255
728,0.097,255,255,255
729,0.108,255,255,255
730,0.034,255,255,255
731,0.081,255,255,255
732,0.059,255,255,255
733,0.058,255,255,255
734,0.051,255,255,255
735,0.235,255,255,255
736,0.042,255,255,255
737,0.049,255,255,255
738,0.039,255,255,255
739,0.047,255,255,255
740,0.106,255,255,255
741,0.138,255,255,255
742,0.087,255,255,255
743,0.106,255,255,255
744,0.135,255,255,255
745,0.199,255,255,255
746,0.044,255,255,255
747,0.056,255,255,255
748,0.045,255,255,255
749,0.063,255,255,255
750,0.035,255,255,255
751,0.051,255,255,255
752,0.053,255,255,255
753,0.158,255,255,255
754,0.661,255,255,255
755,0.021,255,255,255
756,0.066,255,255,255
757,0.040,255,255,255
758,0.029,255,255,255
759,0.036,255,255,255
760,0.107,255,255,255
761,0.027,255,255,255
762,0.108,255,255,255
763,0.047,255,255,255
764,0.050,255,255,255
765,0.060,255,255,255
766,0.017,255,255,255
767,0.041,255,255,255
768,0.016,255,255,255
769,0.014,255,255,255
770,0.046,255,255,255
771,0.060,255,255,255
772,0.022,255,255,255
773,0.027,255,255,255
774,0.117,255,255,255
775,0.568,255,255,255
776,0.033,255,255,255
777,0.026,255,255,255
778,0.010,255,255,255
779,0.263,255,255,255
780,0.042,255,255,255
781,0.011,255,255,255
782,0.088,255,255,255
783,0.074,255,255,255
784,0.061,255,255,255
785,0.030,255,255,255
786,0.072,255,255,255
787,0.047,255,255,255
788,0.062,255,255,255
789,0.052,255,255,255
790,0.042,255,255,255
791,0.016,255,255,255
792,0.013,255,255,255
793,0.028,255,255,255
794,0.030,255,255,255
795,0.090,255,255,255
796,0.041,255,255,255
797,0.295,255,255,255
798,0.102,255,255,255
799,0.050,255,255,255
800,0.106,255,255,255
801,0.090,255,255,255
802,0.037,255,255,255
803,0.056,255,255,255
804,0.093,255,255,255
805,0.021,255,255,255
806,0.011,255,255,255
807,0.016,255,255,255
808,0.147,255,255,255
809,0.212,255,255,255
810,0.068,255,255,255
811,0.035,255,255,255
812,0.044,255,255,255
813,0.086,255,255,255
814,0.066,255,255,255
815,0.382,255,255,255
816,0.023,255,255,255
817,0.033,255,255,255
818,0.041,255,255,255
819,0.143,255,255,255
820,0.422,255,255,255
821,0.037,255,255,255
822,0.047,255,255,255
823,0.054,255,255,255
824,0.090,255,255,255
825,0.095,255,255,255
826,0.033,255,255,255
827,0.076,255,255,255
828,0.065,255,255,255
829,0.033,255,255,255
830,0.020,255,255,255
831,0.024,255,255,255
832,0.014,255,255,255
833,0.013,255,255,255
834,0.064,255,255,255
835,0.020,255,255,255
836,0.027,255,255,255
837,0.142,255,255,255
838,0.051,255,255,255
839,0.978,255,255,255
840,11.832,255,255,255
841,0.087,255,255,255
842,0.229,255,255,255
843,0.171,255,255,255
844,0.116,255,255,255
845,0.376,255,255,255
846,0.235,255,255,255
847,0.135,255,255,255
848,0.066,255,255,255
849,0.142,255,255,255
850,0.181,255,255,255
851,0.310,255,255,255
852,0.078,255,255,255
853,5.464,255,255,255
854,0.016,255,255,255
855,0.151,255,255,255
856,0.012,255,255,255
857,0.078,255,255,255
858,0.092,255,255,255
859,0.517,255,255,255
860,4.093,255,255,255
861,0.450,255,255,255
862,0.766,255,255,255
863,0.105,255,255,255
864,0.341,255,255,255
865,0.059,255,255,255
866,0.040,255,255,255
867,0.179,255,255,255
868,0.364,255,255,255
869,0.378,255,255,255
870,0.272,255,255,255
871,0.029,255,255,255
872,0.208,255,255,255
873,0.550,255,255,255
874,0.069,255,255,255
875,0.510,255,255,255
876,0.084,255,255,255
877,0.945,255,255,255
878,0.359,255,255,255
879,0.072,255,255,255
880,0.202,255,255,255
881,0.141,255,255,255
882,0.134,255,255,255
883,0.409,255,255,255
884,2.762,255,255,255
885,0.076,255,255,255
886,0.082,255,255,255
887,1.201,255,255,255
888,0.076,255,255,255
889,0.425,255,255,255
890,0.084,255,255,255
891,0.541,255,255,255
892,0.069,255,255,255
893,0.098,255,255,255
894,0.181,255,255,255
895,0.113,255,255,255
896,0.531,255,255,255
897,0.115,255,255,255
898,0.070,255,255,255
899,0.140,255,255,255
900,0.266,255,255,255
901,0.526,255,255,255
902,0.037,255,255,255
903,0.399,255,255,255
904,0.194,255,255,255
905,0.035,255,255,255
906,0.795,255,255,255
907,0.789,255,255,255
908,0.338,255,255,255
909,0.332,255,255,255
910,0.064,255,255,255
911,0.013,255,255,255
912,0.222,255,255,255
913,0.068,255,255,255
914,0.070,255,255,255
915,0.036,255,255,255
916,0.037,255,255,255
917,0.535,255,255,255
918,0.131,255,255,255
919,0.076,255,255,255
920,0.342,255,255,255
921,0.107,255,255,255
922,0.244,255,255,255
923,0.903,255,255,255
924,0.010,255,255,255
925,0.181,255,255,255
926,0.084,255,255,255
927,0.580,255,255,255
928,0.080,255,255,255
929,0.068,255,255,255
930,0.478,255,255,255
931,0.043,255,255,255
932,0.241,255,255,255
933,0.011,255,255,255
934,0.211,255,255,255
935,0.090,255,255,255
936,0.281,255,255,255
937,0.096,255,255,255
938,0.096,255,255,255
939,0.051,255,255,255
940,0.070,255,255,255
941,0.038,255,255,255
942,0.042,255,255,255
943,0.012,255,255,255
944,0.259,255,255,255
945,0.043,255,255,255
946,0.047,255,255,255
947,3.599,255,255,255
948,0.010,255,255,255
949,0.128,255,255,255
950,0.105,255,255,255
951,2.343,255,255,255
952,0.415,255,255,255
953,3.733,255,255,255
954,0.314,255,255,255
955,0.107,255,255,255
956,0.186,255,255,255
957,1.217,255,255,255
958,0.013,255,255,255
959,0.554,255,255,255
960,0.947,255,255,255
961,0.026,255,255,255
962,0.150,255,255,255
963,0.406,255,255,255
964,0.132,255,255,255
965,0.069,255,255,255
966,0.522,255,255,255
967,0.051,255,255,255
968,0.025,255,255,255
969,0.035,255,255,255
970,0.049,255,255,255
971,0.064,255,255,255
972,0.197,255,255,255
973,0.070,255,255,255
974,0.085,255,255,255
975,2.412,255,255,255
976,0.465,255,255,255
977,0.061,255,255,255
978,0.233,255,255,255
979,0.955,255,255,255
980,0.122,255,255,255
981,0.089,255,255,255
982,0.217,255,255,255
983,0.326,255,255,255
984,0.064,255,255,255
985,0.090,255,255,255
986,0.256,255,255,255
987,0.088,255,255,255
988,0.044,255,255,255
989,0.073,255,255,255
990,11.231,255,255,255
991,1.417,255,255,255
992,0.192,255,255,255
993,0.097,255,255,255
994,0.112,255,255,255
995,0.046,255,255,255
996,0.402,255,255,255
997,0.088,255,255,255
998,0.118,255,255,255
999,0.078,255,255,255
1000,0.418,255,255,255
1001,0.078,255,255,255
1002,0.056,255,255,255
1003,0.071,255,255,255
1004,0.112,255,255,255
1005,0.072,255,255,255
1006,0.100,255,255,255
1007,0.548,255,255,255
1008,0.062,255,255,255
1009,0.038,255,255,255
1010,0.174,255,255,255
1011,0.123,255,255,255
1012,0.250,255,255,255
1013,0.070,255,255,255
1014,0.027,255,255,255
1015,0.617,255,255,255
1016,0.486,255,255,255
1017,0.179,255,255,255
1018,0.220,255,255,255
1019,0.446,255,255,255
1020,0.264,255,255,255
1021,0.097,255,255,255
1022,0.576,255,255,255
1023,0.242,255,255,255
1024,0.074,255,255,255
1025,0.161,255,255,255
1026,0.092,255,255,255
1027,0.613,255,255,255
1028,1.229,255,255,255
1029,0.034,255,255,255
1030,0.525,255,255,255
1031,0.439,255,255,255
1032,0.107,255,255,255
1033,0.165,255,255,255
1034,2.099,255,255,255
1035,0.073,255,255,255
1036,0.039,255,255,255
1037,0.203,255,255,255
1038,0.016,255,255,255
1039,0.076,255,255,255
1040,0.186,255,255,255
1041,0.189,255,255,255
1042,0.296,255,255,255
1043,0.079,255,255,255
1044,0.201,255,255,255
1045,0.170,255,255,255
1046,0.037,255,255,255
1047,0.098,255,255,255
1048,0.337,255,255,255
1049,0.163,255,255,255
1050,0.259,255,255,255
1051,0.096,255,255,255
1052,0.021,255,255,255
1053,0.061,255,255,255
1054,0.201,255,255,255
1055,0.044,255,255,255
1056,0.126,255,255,255
1057,0.093,255,255,255
1058,0.721,255,255,255
1059,0.021,255,255,255
1060,0.070,255,255,255
1061,0.978,255,255,255
1062,0.027,255,255,255
1063,0.539,255,255,255
1064,0.187,255,255,255
1065,0.324,255,255,255
1066,0.589,255,255,255
1067,0.118,255,255,255
1068,0.044,255,255,255
1069,0.660,255,255,255
1070,0.102,255,255,255
1071,0.100,255,255,255
1072,0.212,255,255,255
1073,3.164,255,255,255
1074,1.878,255,255,255
1075,0.070,255,255,255
1076,0.607,255,255,255
1077,0.011,255,255,255
1078,0.019,255,255,255
1079,0.045,255,255,255
1080,0.228,255,255,255
1081,0.061,255,255,255
1082,0.040,255,255,255
1083,0.024,255,255,255
1084,0.082,255,255,255
1085,0.203,255,255,255
1086,0.115,255,255,255
1087,0.015,255,255,255
1088,0.117,255,255,255
1089,0.081,255,255,255
1090,0.106,255,255,255
1091,0.073,255,255,255
1092,0.123,255,255,255
1093,0.649,255,255,255
1094,0.041,255,255,255
1095,0.017,255,255,255
1096,0.070,255,255,255
1097,0.096,255,255,255
1098,0.246,255,255,255
1099,0.109,255,255,255
1100,0.072,255,255,255
1101,0.058,255,255,255
1102,0.044,255,255,255
1103,0.224,255,255,255
1104,0.079,255,255,255
1105,0.614,255,255,255
1106,0.049,255,255,255
1107,0.271,255,255,255
1108,0.114,255,255,255
1109,0.975,255,255,255
1110,0.370,255,255,255
1111,0.081,255,255,255
1112,0.033,255,255,255
1113,0.049,255,255,255
1114,0.432,255,255,255
1115,0.081,255,255,255
1116,0.122,255,255,255
1117,0.146,255,255,255
1118,0.117,255,255,255
1119,0.619,255,255,255
1120,0.186,255,255,255
1121,0.036,255,255,255
1122,0.106,255,255,255
1123,0.206,255,255,255
1124,0.336,255,255,255
1125,0.083,255,255,255
1126,0.174,255,255,255
1127,0.091,255,255,255
1128,0.114,255,255,255
1129,0.478,255,255,255
1130,0.766,255,255,255
1131,0.109,255,255,255
1132,0.072,255,255,255
1133,1.365,255,255,255
1134,0.147,255,255,255
1135,0.010,255,255,255
1136,0.043,255,255,255
1137,0.202,255,255,255
1138,0.275,255,255,255
1139,0.174,255,255,255
1140,0.062,255,255,255
1141,0.064,255,255,255
1142,0.020,255,255,255
1143,0.015,255,255,255
1144,0.012,255,255,255
1145,0.013,255,255,255
1146,0.016,255,255,255
1147,0.077,255,255,255
1148,0.013,255,255,255
1149,0.011,255,255,255
1150,0.025,255,255,255
1151,0.186,255,255,255
