aug2016_T6,2016-08-09 0:00:00,"T6","Corbett  Walsh  Chase  Gibbons  Kelly","6:28:00","12:54:00",3.0,19.0,30.0,60.0,140.0,30.0,160.0,220.0,,40.0,,,,,,
aug2016_T7,2016-08-09 0:00:00,"T7","Corbett  Walsh  Chase  Gibbons  Kelly","6:28:00","12:54:00",3.0,14.0,30.0,60.0,140.0,40.0,160.0,180.0,,40.0,,,,,,14:05:00
aug2016_T8,2016-08-09 0:00:00,"T8","Corbett  Walsh  Chase  Gibbons  Kelly","6:28:00","12:54:00",5.0,10.0,20.0,60.0,200.0,20.0,140.0,280.0,18.0,40.0,,,,,,14:15:00
aug2016_T9,2016-08-09 0:00:00,"T9","Corbett  Walsh  Chase  Gibbons  Kelly","6:28:00","12:54:00",3.0,15.0,30.0,60.0,100.0,40.0,160.0,260.0,,30.0,,,,,,14:25:00
aug2017_C1,2017-08-04 0:00:00,"C1","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,9.0,20.0,120.0,240.0,10.0,80.0,200.0,0.0,30.0,83.0,73.0,"1-2",32.0,,13:06:00
aug2017_C10,2017-08-04 0:00:00,"C10","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",10.0,38.0,120.0,70.0,190.0,110.0,150.0,180.0,,10.0,,,,,"GIS #16 midbeach",10:37:00
aug2017_C11,2017-08-04 0:00:00,"C11","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,12.0,24.0,102.0,176.0,60.0,70.0,280.0,60.0,15.0,76.0,69.0,"2",30.0,"GIS #16 midbeach",10:00:00
aug2017_C2,2017-08-04 0:00:00,"C2","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",2.0,10.0,10.0,120.0,280.0,10.0,80.0,120.0,14.0,40.0,,,,,,12:50:00
aug2017_C3,2017-08-04 0:00:00,"C3","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",7.0,10.0,40.0,240.0,300.0,70.0,200.0,240.0,14.0,,,,,,,12:42:00
aug2017_C4,2017-08-04 0:00:00,"C4","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,5.0,10.0,200.0,240.0,30.0,70.0,160.0,,20.0,,,,,,12:24:00
aug2017_C5,2017-08-04 0:00:00,"C5","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",3.0,6.0,6.0,10.0,40.0,30.0,190.0,200.0,14.0,30.0,85.0,73.0,"2-3",30.0,,12:15:00
aug2017_C6,2017-08-04 0:00:00,"C6","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",7.0,8.0,10.0,180.0,210.0,10.0,70.0,160.0,15.0,25.0,,,,,,11:59:00
aug2017_C7,2017-08-04 0:00:00,"C7","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",3.0,6.0,80.0,180.0,300.0,20.0,80.0,140.0,24.0,25.0,,,,,,11:38:00
